timestamp,course,heard_ccm_web,heard_ccm_socials,heard_ccm_community,heard_ccm_fam_friend,heard_ccm_student,heard_ccm_alumni,heard_ccm_hs_teach,heard_ccm_hs_counselor,how_did_you_hear_about_county_college_of_morris?_[in-app_advertisement],how_did_you_hear_about_county_college_of_morris?_[employer],how_did_you_hear_about_county_college_of_morris?_[billboard],how_did_you_hear_about_county_college_of_morris?_[television],how_did_you_hear_about_county_college_of_morris?_[radio],how_did_you_hear_about_county_college_of_morris?_[other],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[affordable_cost],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[location/convenience],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[choice_of_programs],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[online_offerings],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[family/friend_referral],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[faculty/staff],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[college_reputation],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[financial_aid],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[scholarships],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[small_class_sizes],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[extra-curricular_opportunities],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[accepted_my_transfer_credits],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[negative_experience_at_another_college],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[nj_stars_program],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[ability_to_transfer_ccm_credits_to_a_4-year_school],to_what_extent_did_the_following_impact_your_decision_to_attend_county_college_of_morris?_[get_college_credit_while_in_high_school],"prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[open_house]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[instant_decision_day]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[on-campus_information_session]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[titans_tuesday_(virtual)_information_session]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[women_who_dare]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[regional_college_fair]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[hs_sharetime_information_session]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[challenger_program]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[cybersecurity_information_protection_program_participation_]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[information_session_at_my_high_school]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[campus_visit_with_my_high_school]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[campus_visit_(individual)]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[workforce_development_class]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[corporate_training]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[teen_arts_festival]","prior_to_applying_to_college,_did_you_participate_in_any_of_the_following_events_or_activities_at_the_county_college_of_morris_and/or_with_the_department_of_information_technologies,_if_at_all?_[summer_camp_at_ccm]",to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[middle/high_school_computing_class],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[middle/high_school_computing_related_club],"to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[computing-related_competitions_(e.g.,_robotics_competition,_lego_competition,_cybersecurity,_programming)]",to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[afterschool_computing-related_camp/program],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[summer_computing_related_camp/program],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[an_ap_computing_class],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[a_dual_enrollment_computing_class],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[family_or_friend_influence],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[family_or_friend_working_in_the_computing_field],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[high_school_teacher_or_guidance_counselor],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[employer_influence],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[current_ccm_student],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[experience_at_work],to_what_extent_did_the_following_activities_or_experience_impact_your_decision_to_enroll_in_an_computing_course_at_ccm?_[other],what_degree_program_are_you_currently_enrolled_in?,what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[to_get_a_job_in_the_computing_field],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[transfer_to_bachelor's_level_program],"what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[transfer_credits_back_to_hs_degree_(sharetime,_challenger_program)]",what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[career_advancement],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[career_change],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[professional_development],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[job_displacement],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[relocation],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[to_keep_current_in_tech_industry],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[it_industry_certifications],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[financial],what_motivated_you_to_seek_a_computing_degree/certificate_at_ccm?__[personal_enrichment],did_you_receive_information_about_the_ccm_computing_programs_from_any_of_the_following_sources?_[high_school_guidance_counselor],did_you_receive_information_about_the_ccm_computing_programs_from_any_of_the_following_sources?_[high_school_teacher],did_you_receive_information_about_the_ccm_computing_programs_from_any_of_the_following_sources?_[ccm_information_technologies_website],did_you_receive_information_about_the_ccm_computing_programs_from_any_of_the_following_sources?_[ccm_admissions],did_you_receive_information_about_the_ccm_computing_programs_from_any_of_the_following_sources?_[ccm_advisor/counselor],comp_info_employer,comp_info_workforce,comp_info_njworkforce,comp_info_other,first_choice,scale_rating_reason,reason,gender,race,age
2024/09/11 2:20:23 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Unknown,Unknown,Unknown,High Impact,Unknown,Unknown,High Impact,High Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High Impact,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Don't recall,Don't recall,No,No,First Choice,Unknown,Unknown,Man,White,21-24
2024/09/11 2:20:59 PM AST,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Electronics Technolgies Engineering,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,"Im personally someone who likes the more hands on approach of working with things, i feel like i have an easier understanding when i can get my hands on it",Man,Hispanic or Latino;White/Caucasian,19-20
2024/09/11 2:21:01 PM AST,CMP 128 Computer Science I,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,Unknown,Unknown,Unknown,High Impact,Unknown,High Impact,High Impact,Unknown,Unknown,Some Impact,Unknown,CIS Game Development Option,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,First Choice,Unknown,Unknown,Man,Hispanic or Latino;Asian,18 and younger
2024/09/11 2:21:39 PM AST,CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Unknown,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Unknown,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,First Choice,Unknown,Unknown,Man,White,18 and younger
2024/09/11 2:24:14 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Yes,No,Not Sure,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Don't recall,Don't recall,No,No,No,Don't recall,Science,Unknown,Unknown,Man,White,19-20
2024/09/11 4:09:16 PM AST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Unknown,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Unknown,Unknown,Some Impact,High Impact,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Yes,Don't recall,Don't recall,No,Don't recall,Don't recall,No,First Choice,Unknown,Unknown,Man,Asian,19-20
2024/09/11 4:59:16 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,High Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Non Degree seeking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,also looking to hone my skills,Man,White,25-34
2024/09/11 6:42:01 PM AST,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Some Impact,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Data Science,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,I believe learning multiple programming languages would be very useful for my career.,Man,White,18 and younger
2024/09/12 10:38:36 AM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,LIberal Arts,Unknown,Unknown,Man,Black,18 and younger
2024/09/12 10:38:38 AM AST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Business,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,"I find it interesting however in wouldn't help me with my major
",Man,White,21-24
2024/09/12 10:38:40 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,Unknown,Unknown,Man,Hispanic,19-20
2024/09/12 10:39:06 AM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Unknown,Unknown,No Impact,Unknown,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Unknown,Unknown,Unknown,Unknown,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,First Choice,Unknown,Unknown,Woman,Hispanic,25-34
2024/09/12 10:39:09 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,First Choice,Unknown,Unknown,Man,Hispanic or Latino;White/Caucasian,18 and younger
2024/09/12 10:39:12 AM AST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,High Impact,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Some Impact,Unknown,Unknown,Unknown,Unknown,Unknown,No Impact,High School,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,I am interested because I am looking to major in Comp Sci or Cybersecurity when I go to college,Man,Native American,18 and younger
2024/09/12 10:39:14 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Don't recall,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Business,Unknown,Unknown,Man,Hispanic or Latino;White/Caucasian,19-20
2024/09/12 10:39:45 AM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,mechanical engineering,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,idk if i need em,Man,White,19-20
2024/09/12 10:40:58 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,Unknown,Unknown,Man,Choose not to reply,19-20
2024/09/12 10:41:41 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,Unknown,Unknown,Man,White,18 and younger
2024/09/12 10:41:58 AM AST,CMP 128 Computer Science I,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Unknown,Unknown,Unknown,High Impact,High Impact,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,High Impact,Unknown,Unknown,Unknown,Unknown,Unknown,High Impact,High Impact,Unknown,Unknown,Unknown,Unknown,Unknown,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,Unknown,Unknown,Woman,Hispanic,18 and younger
2024/09/12 10:42:36 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,Unknown,Unknown,High Impact,Unknown,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Unknown,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Mechanical Engineering,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,I'm really interested in the topic,Man,Multi-Racial,18 and younger
2024/09/12 10:43:34 AM AST,CMP 128 Computer Science I,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Fire Science Technology,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,it doesn't seem at all fit for the career path that I want to pursue (firefighter),Man,White,19-20
2024/09/12 11:28:27 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,Unknown,Unknown,Man,Choose not to reply,19-20
2024/09/12 11:28:58 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Undecided,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,im extremely interested in programming in python but that love of programming isn't transferring well in to java programming ,Man,Hispanic,19-20
2024/09/12 11:29:09 AM AST,CMP 120 Foundations of Information Security,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Biology,Unknown,Unknown,Man,White,19-20
2024/09/12 11:29:33 AM AST,CMP 130 Intro to IT,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Information Security Certificate of Achievement,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,First Choice,Unknown,Unknown,Man,Hispanic,18 and younger
